,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
6219,   ,SPRAGUE,ST,2136.0,316,HURLEY/READVILLE REALTY LLC,2547500,1960.0,1980.0
6220,   ,SPRAGUE,ST,2136.0,440,HURLEY/READVILLE REALTY LLC,739800,0.0,
6221,   ,SPRAGUE,ST,2136.0,400,HURLEY/READVILLE REALTY LLC,1341000,1899.0,1975.0
6222,63  ,SPRAGUE,ST,2136.0,316,HIGHLAND SPRAGUE ASSOCIATES,869874,1985.0,2003.0
6223,65  ,SPRAGUE,ST,2136.0,316,HIGHLAND SPRAGUE ASSOCIATES,6458954,1899.0,2000.0
6224,67  ,SPRAGUE,ST,2136.0,317,HIGHLAND SPRAGUE ASSOCIATES,939132,1986.0,2004.0
6225,91  ,SPRAGUE,ST,2136.0,377,HIGHLAND SPRAGUE ASSOCIATES,3372840,1920.0,1985.0
6226,75  ,SPRAGUE,ST,2136.0,316,HIGHLAND SPRAGUE ASSOCIATES,795076,1986.0,1988.0
6227,101  ,SPRAGUE,ST,2136.0,402,HIGHLAND SPRAGUE ASSOCIATES,1415623,1915.0,2005.0
6228,   ,SPRAGUE,ST,2136.0,337,DAVEY EDYTHE LEE TRST,49800,0.0,
6229,   ,LAKESIDE,AV,2136.0,337,DAVEY ED-THE-LEE TRST,54600,0.0,
6230,70  ,SPRAGUE,ST,2136.0,440,GIOIOSO FERRANTE S TRSTS,197500,0.0,
6231,64  ,SPRAGUE,ST,2136.0,440,GIOIOSO FERRANTE S TRSTS,141300,0.0,
6232,60  ,SPRAGUE,ST,2136.0,343,GIOIOSO FERRANTE S TRSTS,721000,1976.0,1980.0
6233,50  ,SPRAGUE,ST,2136.0,402,GIOIOSO JOSEPH TS,1429000,1920.0,1988.0
6234,46  ,SPRAGUE,ST,2136.0,401,BRINKS INCORPORATED,3534000,1985.0,2003.0
6235,36 -40,SPRAGUE,ST,2136.0,401,OMB SPRAGUE LLC,2205500,1987.0,1995.0
6236,36 -40,SPRAGUE,ST,2136.0,401,OMB SPRAGUE LLC,2205500,1920.0,1985.0
6237,36 -40,SPRAGUE,ST,2136.0,401,OMB SPRAGUE LLC,2205500,1920.0,1975.0
6238,181 -183,LAMARTINE,ST,2130.0,357,GASKIN KATHLEEN,56500,0.0,
6239,181 -183,LAMARTINE,ST,2130.0,357,GASKIN KATHLEEN,54500,0.0,
6240,78 82,BOYLSTON,ST,2130.0,319,STAMATOS JAMES C TS,356000,1920.0,2002.0
6241,66 -66A,BOYLSTON,ST,2130.0,357,GREENWOOD  MARCIA  B  H,162500,0.0,
6242,   ,ROCK HILL,RD,2130.0,336,JP GARAGE LLC,212500,1900.0,
6243,12  ,ROCK HILL,RD,2130.0,317,HAYES MATTHEW TS,152000,1900.0,1992.0
6244,18  ,ROCK HILL,RD,2130.0,332,HAYES MATTHEW D TS,536300,1930.0,2009.0
6245,29  ,ROCK HILL,RD,2130.0,332,HAYES MATTHEW TS,137100,1930.0,
6246,31  ,ROCK HILL,RD,2130.0,336,HAYES MATTHEW TS,144600,1899.0,
6247,   ,ROCK HILL,RD,2130.0,336,HAYES MATTHEW TS,139900,1899.0,
6248,418 B,CENTRE,ST,2130.0,357,DE LA ROSA ZORAIDA   TS,251000,0.0,
6249,418 C,CENTRE,ST,2130.0,357,GUARDIAN HEALTH CARE LLC,275500,0.0,
6250,456 ,CENTRE,ST,2130.0,358,BARRON PHILIP C,214000,,
6251,92 A98,GREEN,ST,2130.0,340,RED SUN PRESS INC,715500,1910.0,1985.0
6252,482 A488,CENTRE,ST,2130.0,319,G P REALTY ONE LLC,624500,1930.0,1995.0
6253,51  ,ROSEWAY,ST,2130.0,337,LALLY ROSEWAY LP,216300,0.0,
6254,460 468,CENTRE,ST,2130.0,357,TSOLIAS ATHANASIOS,364500,0.0,
6255,460 468,CENTRE,ST,2130.0,357,FLORES LUIS TS,372000,0.0,
6256,460 468,CENTRE,ST,2130.0,357,FLORES LUIS A,363000,0.0,
6257,460 468,CENTRE,ST,2130.0,357,FLORES LUIS A,365500,0.0,
6258,460 468,CENTRE,ST,2130.0,357,FLORES LUIS A,363500,0.0,
6259,6  ,PARLEY VALE, ,2130.0,305,ARBOUR HOSP INC MASS CORP,4763945,1909.0,1984.0
6260,536 544,CENTRE,ST,2130.0,319,STAMATOS JAMES,708500,1920.0,1980.0
6261,37  ,ROBINWOOD,AV,2130.0,343,ARBOUR HOSP INC MASS CORP,471500,1920.0,1985.0
6262,49  ,ROBINWOOD,AV,2130.0,305,ARBOUR HOSP INC MASS CORP,1163549,1984.0,2004.0
6263,55  ,ROBINWOOD,AV,2130.0,344,ARBOUR HOSPITAL INC,711500,1920.0,1980.0
6264,61  ,ROBINWOOD,AV,2130.0,343,ARBOUR HOSPITAL INC,509000,1920.0,1980.0
6265,612 620,CENTRE,ST,2130.0,342,JOSEPHS PAUL B TS,467000,1925.0,2003.0
6266,606 610,CENTRE,ST,2130.0,319,WONG YUK-WAN K TS,564000,1925.0,1996.0
6267,600  ,CENTRE,ST,2130.0,332,LOMBARD PATRICK J TS,345900,1930.0,2000.0
6268,10  ,GREEN,ST,2130.0,342,GREEN SQUARE LLC,1088000,1910.0,2013.0
6269,632 638,CENTRE,ST,2130.0,319,GCB REALTY LLC,1007500,1930.0,2006.0
6270,626  ,CENTRE,ST,2130.0,332,STAMATOS  CHRISTOS  G,363200,1930.0,2005.0
6271,650 654,CENTRE,ST,2130.0,319,PEACOCK REALTY CORP,991500,1899.0,2004.0
6272,11 15,GREEN,ST,2130.0,343,PETERS MARCIA C,397500,1899.0,1988.0
6273,65  ,GREEN,ST,2130.0,316,65  GREEN  STREET   LLC,366500,1925.0,1990.0
6274,34 50,SOUTH,ST,2130.0,319,MOSS REALTY LLP,1067000,1910.0,1980.0
6275,28 30,CAROLINA,AV,2130.0,405,BRIDGES DONALD K TRSTS,491500,1899.0,1975.0
6276,28 30,CAROLINA,AV,2130.0,405,BRIDGES DONALD K TRSTS,491500,1910.0,1975.0
6277,728 738,CENTRE,ST,2130.0,319,COREY DONALD J,1070500,1920.0,2007.0
6278,7  ,HARRIS,AV,2130.0,343,HARRIS SEVEN PROPERTIES LLC,586000,1930.0,1989.0
6279,8  ,HARRIS,AV,2130.0,337,CANZANO JOAN,1182657,0.0,
6280,2  ,HARRIS,AV,2130.0,343,POODLEMIX BOSTON LLC,578000,1930.0,2008.0
6281,726 720,CENTRE,ST,2130.0,319,CANZANO JOAN,696500,1920.0,1980.0
6282,702 B718A,CENTRE,ST,2130.0,319,CANZANO JOAN,3504843,1920.0,1985.0
6283,702 686,CENTRE,ST,2130.0,319,SILVER HARRIET K TRST,2651500,1920.0,1998.0
6284,674 682,CENTRE,ST,2130.0,320,KAPLAN FRED P           ETAL,2417500,1920.0,1999.0
6285,   ,SEAVERNS,AV,2130.0,317,STAMATOS  GEORGE  J,256000,1920.0,1980.0
6286,6  ,SEAVERNS,AV,2130.0,343,STAMATOS JAMES C,2622500,1910.0,2000.0
6287,662 A666A,CENTRE,ST,2130.0,326,STAMATOS CHRISTOS G,594000,1910.0,1989.0
6288,656 660,CENTRE,ST,2130.0,319,STAMATOS GEORGE C,1647000,1910.0,1992.0
6289,7 9,STARR,LA,2130.0,317,STAMATOS GEORGE C,143500,1910.0,1960.0
6290,55  ,SOUTH,ST,2130.0,357,FIFTY FIVE SOUTH ST LLC,220500,0.0,
6291,891  ,CENTRE,ST,2130.0,343,CN PENSON GUARDIAN TRUST,969132,1900.0,
6292,   ,ARBORWAY,TE,2130.0,337,ARBORWAY CENTRE LLC,790368,0.0,
6293,793  ,CENTRE,ST,2130.0,342,JT REAL ESTATE  LLC,828000,1899.0,1970.0
6294, CENTRE,CENTRE,ST,2130.0,438,AMES OLIVER F TRUST,248000,,
6295,757  ,CENTRE,ST,2130.0,328,SIXTH REALTY LLC,629500,1969.0,1999.0
6296,761 765,CENTRE,ST,2130.0,319,769 CENTRE STREET TRUST,1369500,1910.0,2004.0
6297,767 773,CENTRE,ST,2130.0,319,769 CENTRE STREET TRUST,1424500,1910.0,1981.0
6298,775 781,CENTRE,ST,2130.0,319,MONUMENT JP REALTY TRUST,853500,1920.0,2010.0
6299,701 -703,CENTRE,ST,2130.0,357,BYRNE PATRICK G,426500,0.0,
6300,701 -703,CENTRE,ST,2130.0,357,TODAYS BREAD LTD,979500,0.0,
6301,701 -703,CENTRE,ST,2130.0,357,KELLY HELEN,679500,0.0,
6302,701 -703,CENTRE,ST,2130.0,358,VANDERSNOEK ELIZABETH TS,335000,0.0,
6303,717 723,CENTRE,ST,2130.0,329,GRIFFIN MATTHEW T,576000,1930.0,1999.0
6304,725 737,CENTRE,ST,2130.0,319,COREY DONALD J,2188000,1930.0,2003.0
6305,741  ,CENTRE,ST,2130.0,319,COREY DONALD J,2071500,1930.0,1999.0
6306,649 -655,CENTRE,ST,2130.0,350,MYRTLE  CENTRE  LP,6754000,2004.0,
6307,661  ,CENTRE,ST,2130.0,319,GOLDSTEIN KIMBERLY A TS,1874500,1910.0,1998.0
6308,663 671,CENTRE,ST,2130.0,319,NICHOLAS H DARRIS TRUST,1089500,1922.0,1996.0
6309,673 673A,CENTRE,ST,2130.0,343,HAJJAR CHARLES C     TS,543500,1940.0,1989.0
6310,675 677,CENTRE,ST,2130.0,341,FIRST NAT BANK BOSTON,423951,1945.0,2001.0
6311,683 691,CENTRE,ST,2130.0,343,FRANKLIN ROBERT M,1745000,1920.0,2002.0
6312,693 697,CENTRE,ST,2130.0,319,SHUM DAVID,537000,1995.0,
6313,1 5,BURROUGHS,ST,2130.0,332,7 BURROUGHS STREET LLC,182900,1920.0,1960.0
6314,11  ,BURROUGHS,ST,2130.0,337,FIRST NATIONAL BANK OF,340851,0.0,
6315,15  ,BURROUGHS,ST,2130.0,337,FIRST NAT BANK BOSTON,830198,0.0,
6316, ,CENTRE,ST,2130.0,437,FIRST BAPTIST CHURCH JAMAICA,344500,,
6317,615 619,CENTRE,ST,2130.0,319,STAMATOS GEORGE C,998000,1920.0,2010.0
6318,525  ,CENTRE,ST,2130.0,334,KORONIOS HARIKLIA TRST,445300,1940.0,2011.0
6319,579  ,CENTRE,ST,2130.0,334,AMELIA PAGOUNIS FAMILY,712900,1955.0,2002.0
6320,589  ,CENTRE,ST,2130.0,334,POPAS DEBORAH TS,561400,1955.0,1970.0
6321,461 467,CENTRE,ST,2130.0,320,FLANAGAN LEO A,3002000,1940.0,2010.0
6322,475  ,CENTRE,ST,2130.0,332,GENTWO LLC,557400,1960.0,1991.0
6323,515  ,CENTRE,ST,2130.0,341,ROXBURY HILAND COOP BANK,855500,1940.0,2010.0
6324,435 439,S HUNTINGTON,AV,2130.0,327,FOUR-35 SOUTH HUNTINGTON LLC,750000,1930.0,2010.0
6325,2 4,PERKINS,ST,2130.0,319,FOUR01 CENTRE LLC,1888000,1920.0,1999.0
6326,413  ,CENTRE,ST,2130.0,324,KNAPP FOODS INC,2636500,1965.0,2011.0
6327,404  ,S HUNTINGTON,AV,2130.0,343,ANDERSON CHRISTOPHER M TS,1011500,1954.0,2004.0
6328,   ,S HUNTINGTON,AV,2130.0,337,ANDERSON CHRISTOPHER M TS,96100,0.0,
6329,408 406,S HUNTINGTON,AV,2130.0,343,VASALLO LIMITED LIABILITY CO,1419500,1940.0,1980.0
6330,   ,BARBARA,ST,2130.0,337,VASALLO LLC,146600,0.0,
6331,429  ,CENTRE,ST,2130.0,334,PAVLIDIS GEORGE,745600,1950.0,2002.0
6332,451  ,CENTRE,ST,2130.0,325,SOUSA JEROME R JR,1015500,1960.0,1990.0
6333,414 420,POND,ST,2130.0,343,SHOWA BOSTON INSTITUTE,8417500,,
6334,1137 1153,CENTRE,ST,2130.0,342,FAULKNER HOSPITAL INC,6106000,0.0,
6335,   ,ELWELL,RD,2130.0,389,BLOOSTEIN MARC  J,10700,0.0,
6336,   ,ALLANDALE,ST,2130.0,389,BLOOSTEIN MARC   J,7100,0.0,
6337,259  ,ALLANDALE,ST,2130.0,389,BLOOSTEIN MARC J,369500,0.0,
6338,1125 ,CENTRE ,ST,2130.0,437,HOME FOR ITALIAN CHILDREN,293000,,
6339, ,WASHINGTON,ST,2131.0,319,APW  LLC,6447500,2012.0,
6340,3835  ,WASHINGTON,ST,2131.0,387,VOZZELLA JEANNE M TS,257500,0.0,
6341,   ,WASHINGTON,ST,2131.0,440,VOZZELLA JEANNE M TS,100800,0.0,
6342,3847 3851,WASHINGTON,ST,2131.0,387,MASEMA LLC,200700,0.0,
6343,3859  ,WASHINGTON,ST,2131.0,352,WCI LLC,2216000,2016.0,
6344,3867  ,WASHINGTON,ST,2131.0,326,WIGGINS ROBERTA,1137500,1950.0,2001.0
6345,3875  ,WASHINGTON,ST,2131.0,334,VALLE AUTO MALL INC,1598600,1989.0,2005.0
6346,3885  ,WASHINGTON,ST,2131.0,335,VALLE AUTO MALL INC,668700,1989.0,1990.0
6347,3895  ,WASHINGTON,ST,2131.0,417,RANDO CHARLES SR ETAL,601500,1920.0,1960.0
6348,3895  ,WASHINGTON,ST,2131.0,417,RANDO CHARLES SR ETAL,601500,1905.0,1960.0
6349,22 18,ARBORETUM,RD,2131.0,405,GERTEL MAURICE TRST,1886500,1899.0,2005.0
6350,3931 -3933,WASHINGTON,ST,2131.0,311,PANAGOS GEORGE   TS,390000,1905.0,1999.0
6351,44  ,LOCHDALE,RD,2131.0,316,ROSLINDALE STORAGE HOLDINGS,4377500,1910.0,2004.0
6352,44  ,LOCHDALE,RD,2131.0,316,ROSLINDALE STORAGE HOLDINGS,4377500,2005.0,
6353,3951 3953,WASHINGTON,ST,2131.0,332,SWORDS LLC,295300,1905.0,1992.0
6354,20  ,MAHLER,RD,2131.0,351,SULLIVAN  JEFFREY  P,3904500,1989.0,
6355,37  ,COLGATE,RD,2131.0,317,SHERIDAN PATRICK J,157200,1905.0,1980.0
6356,3995 3997,WASHINGTON,ST,2131.0,319,KEHAYIAS CHERYL TS,249500,1940.0,1980.0
6357,3999 A4001,WASHINGTON,ST,2131.0,320,DELVALLE CARLOS TS,550000,1899.0,2001.0
6358,4009  ,WASHINGTON,ST,2131.0,332,LUDVIGSEN RONALD P   TS,184100,1960.0,2003.0
6359,   ,LESHER,ST,2131.0,337,LUDVIGSEN RONALD P    TS,111400,0.0,
6360,4021 4025,WASHINGTON,ST,2131.0,320,FOTOPOULOS STAVROULA,495000,1938.0,1999.0
6361,4139  ,WASHINGTON,ST,2131.0,334,MANTAS ALFA LLC,873400,1970.0,2005.0
6362,669  ,SOUTH,ST,2131.0,424,BOSTON EDISON CO,983100,1913.0,1975.0
6363,675 675A,SOUTH,ST,2131.0,332,GIUGLIANO SALVATORE TS,318300,1910.0,2005.0
6364,26  ,CUMMINS,HW,2131.0,342,TWENTY 6 CUMMINS LLC,837000,1960.0,2013.0
6365,20  ,CUMMINS,HW,2131.0,350,ROSPO REALTY LLC,1187000,1962.0,1980.0
6366,4198 4206,WASHINGTON,ST,2131.0,319,AUROS LLC,1471000,1899.0,1994.0
6367,4196 4196A,WASHINGTON,ST,2131.0,319,JOLIN REALTY LLC,649000,1899.0,1999.0
6368,4182 4190,WASHINGTON,ST,2131.0,319,FOUR 182 WASHINGTON ST LLC,676500,1910.0,1970.0
6369,4182 4190,WASHINGTON,ST,2131.0,319,FOUR 182 WASHINGTON ST LLC,676500,1910.0,1970.0
6370,4174  ,WASHINGTON,ST,2131.0,357,WASHINGTON ST AT MURRAY HILL,683000,0.0,
6371,4170  ,WASHINGTON,ST,2131.0,326,KATASTRAFIKA LLC,692500,1935.0,2010.0
6372,4168 A4166,WASHINGTON,ST,2131.0,311,GNG LLC,555500,1899.0,1995.0
6373,4164  ,WASHINGTON,ST,2131.0,332,CHAVEZ ANA,259000,1915.0,2003.0
6374,4150  ,WASHINGTON,ST,2131.0,332,PISANO RENATO R,186500,1950.0,1975.0
6375,4140 A4140,WASHINGTON,ST,2131.0,319,SLD R LLC,354000,1910.0,1970.0
6376,   ,BEXLEY,RD,2131.0,337,PISANO RENATO R,56100,0.0,
6377,30  ,WHIPPLE,AV,2131.0,316,BARLETTA VINCENT F  TRSTS,1137500,1933.0,1980.0
6378,   ,WASHINGTON,ST,2131.0,320,DURAN FELIPE,458000,2000.0,2007.0
6379,4000  ,WASHINGTON,ST,2131.0,326,CASSIDY MICHAEL  A,383500,1930.0,2013.0
6380,3992 3996,WASHINGTON,ST,2131.0,332,LEWISCOLLIER LLC,300700,1950.0,1960.0
6381,3890  ,WASHINGTON,ST,2131.0,414,LILLIS RICHARD J,658500,1986.0,1989.0
6382,3890  ,WASHINGTON,ST,2131.0,414,LILLIS RICHARD J,658500,1910.0,1989.0
6383,3870  ,WASHINGTON,ST,2131.0,313,DOHERTY LUMBER CO INC,817000,1970.0,1980.0
6384,169  ,CUMMINS,HW,2131.0,431,ROMAN CATHOLIC ARCHBISHOP OF,248000,1998.0,
6385,81 87,CUMMINS,HW,2131.0,319,NIKJ REALTY LLC,400000,1970.0,2002.0
6386,69  ,CUMMINS,HW,2131.0,319,TUZZO VINCENT P,441000,1963.0,1980.0
6387,77  ,CUMMINS,HW,2131.0,325,DINANNO NEVIO C ETAL,391500,1917.0,1990.0
6388,4244 4238,WASHINGTON,ST,2131.0,344,FORTY-238 WASHINGTON ST LLC,3651500,2011.0,
6389,4228  ,WASHINGTON,ST,2131.0,326,ROZZIE SUBSTATION LLC,1343000,1911.0,2016.0
6390,25 ,CUMMINS,HW,2131.0,320,ROSLINDALE CONGREGATIONAL,344500,,
6391,43  ,CUMMINS,HW,2131.0,343,HEARN JOHN P III TS,415000,1910.0,1950.0
6392,398  ,HYDE PARK,AV,2131.0,332,MAHONEY JAMES J,232100,1930.0,1991.0
6393,409  ,HYDE PARK,AV,2131.0,332,PEREIRA DOMINGAS TS,749400,1940.0,1970.0
6394,417 421,HYDE PARK,AV,2131.0,320,PEREIRA DOMINGOS   TS,524500,1940.0,1999.0
6395,   ,HYDE PARK,AV,2131.0,337,PEREIRA DOMINGOS TS,85000,0.0,
6396,   ,PASSAGEWAY,ST,2131.0,337,PEREIRA DOMINGOS TS,25000,0.0,
6397,429 433,HYDE PARK,AV,2131.0,337,LAROSA SALVATORE J TS,194600,0.0,
6398,38 -42,HYDE PARK,AV,2130.0,377,ATOD02130  LLC,625000,1940.0,2003.0
6399,44 -54,HYDE PARK,AV,2130.0,377,SMITH  ALMA  DELL,421000,1991.0,
6400,10 A8A,WALK HILL,ST,2130.0,325,CHRISTOS MANAGEMENT LLC,325000,1930.0,2005.0
6401,7  ,WALK HILL,ST,2130.0,328,BARRY ASSOCS INC,370000,1976.0,2013.0
6402,264 262,HYDE PARK,AV,2130.0,326,MAROUN ELIAS Y,310500,1920.0,1996.0
6403,252  ,HYDE PARK,AV,2130.0,317,CONTI JOSEPH M,112500,1950.0,1980.0
6404,180 190,HYDE PARK,AV,2130.0,319,CAPELES MARIA J,614000,1991.0,2005.0
6405,294 282,HYDE PARK,AV,2130.0,319,SLOTNICK HELEN A,921500,1920.0,1993.0
6406,276 272,HYDE PARK,AV,2130.0,319,ISMAIL MOHAMMED,357500,1960.0,1988.0
6407,266 270,HYDE PARK,AV,2130.0,310,MANN LEONARD M,302000,1930.0,1998.0
6408, ,WASHINGTON,ST,2130.0,344,APV  REALTY  LLC,2302000,2012.0,
6409,235  ,HYDE PARK,AV,2130.0,332,SCHIAVO MARIO TRST,618500,1940.0,1970.0
6410,235  ,HYDE PARK,AV,2130.0,332,SCHIAVO MARIO TRST,618500,1976.0,1970.0
6411,237  ,HYDE PARK,AV,2130.0,332,DIGIULIO PIETRO,425800,1940.0,
6412,269  ,HYDE PARK,AV,2130.0,332,BREWSTER GOERGE W,223000,1953.0,1985.0
6413,   ,HYDE PARK,AV,2130.0,337,BREWSTER FAMILY LAND TR LLC,162700,0.0,
6414,281  ,HYDE PARK,AV,2130.0,343,BREWSTER FAMILY LAND TR LLC,1023000,1900.0,2001.0
6415,283 285,HYDE PARK,AV,2130.0,316,BREWSTER FAMILY LAND TR LLC`,745500,1989.0,1989.0
6416,4155  ,WASHINGTON,ST,2131.0,356,ROSLINDALE COMMONS LLC,232000,0.0,
6417,4157  ,WASHINGTON,ST,2131.0,356,ROSLINDALE COMMONS LLC,251500,0.0,
6418,4159  ,WASHINGTON,ST,2131.0,356,ROSLINDALE COMMONS LLC,240500,0.0,
6419,4161  ,WASHINGTON,ST,2131.0,356,ROSLINDALE COMMONS LLC,310000,0.0,
6420,4165  ,WASHINGTON,ST,2131.0,321,S & C RLTY INVESTMENT CO LLC,2312000,2008.0,
6421,4175 ,WASHINGTON,ST,2131.0,328,COUTO & SANTOS RLTY CO LLC,440000,1970.0,1975.0
6422,   ,WASHINGTON,ST,2131.0,337,BERMAN ALBERT M TRSTS,450180,0.0,
6423,4185  ,WASHINGTON,ST,2131.0,325,BERMAN ALBERT M TRSTS,449820,1940.0,1975.0
6424,4187 4195,WASHINGTON,ST,2131.0,329,ANNSBORO LLC,765000,1920.0,2006.0
6425,4197 - 419,WASHINGTON,ST,2131.0,319,SANTORO VINCENT         ETAL,586500,1920.0,2012.0
6426,735 737,SOUTH,ST,2131.0,344,SEVEN 35 SOUTH STREET LLC,289000,1900.0,1985.0
6427,743 747,SOUTH,ST,2131.0,320,LINEAR RETAIL BOSTON #20 LLC,1005500,1920.0,1987.0
6428,749 A 755,SOUTH,ST,2131.0,319,PETRUZZIELLO LUIGI R TS,590000,1909.0,1975.0
6429,765  ,SOUTH,ST,2131.0,337,SOUTH ST DVLPMENT ASSOCS LPS,391789,0.0,
6430,777  ,SOUTH,ST,2131.0,341,SOUTH ST DEVLPMNT ASSOC LPS,677211,1970.0,2002.0
6431,41 47,CORINTH,ST,2131.0,319,VARDAKOSTAS DEMETROIS,715500,1921.0,1994.0
6432,4259 4267,WASHINGTON,ST,2131.0,337,FIRST NATIONAL BANK BOSTON,975735,0.0,
6433,4269 4273R,WASHINGTON,ST,2131.0,319,PETRILLO BENITO ETAL,186500,1920.0,1983.0
6434,4275 4275A,WASHINGTON,ST,2131.0,332,KALEMKERIDES PETER TS,371700,1996.0,
6435,4281 4283,WASHINGTON,ST,2131.0,320,GRAVINESE RICHARD D,138500,1920.0,1970.0
6436,4287  ,WASHINGTON,ST,2131.0,337,BONOMO GIOVANNI TS,138100,0.0,
6437,4291 4293,WASHINGTON,ST,2131.0,343,BONOMO GIOVANNI TS,413500,1997.0,2009.0
6438,4295 4297,WASHINGTON,ST,2131.0,356,DOVER BENEDICT GROUP LLC,52500,0.0,
6439,16  ,COHASSET,ST,2131.0,319,PETRILLO FRANCO TS,461000,1899.0,1980.0
6440,8  ,COHASSET,ST,2131.0,319,FIRST NATIONAL BANK BOSTON,2240265,1981.0,1998.0
6441,47 49,POPLAR,ST,2131.0,326,HENDELES SANDRA R,624500,1920.0,2009.0
6442,42 -44,CORINTH,ST,2131.0,320,LEON JUDITH N TS,190000,1930.0,
6443,32 -40,CORINTH,ST,2131.0,324,MCINNIS JAMES F TS,300931,,
6444,30 26,CORINTH,ST,2131.0,324,MCINNIS JAMES F TS,211491,1998.0,
6445,   ,TAFT,CT,2131.0,337,MCINNIS JAMES F TS,114346,0.0,
6446,   ,TAFT,CT,2131.0,337,MCINNIS JAMES F TS,54077,0.0,
6447,20 24,CORINTH,ST,2131.0,319,TWENTY -24 CORINTH RLTY LLC,763500,1900.0,2009.0
6448,10 18A,CORINTH,ST,2131.0,319,CORINTH-BIRCH LLC,997885,,
6449,14 22,BIRCH,ST,2131.0,319,CORINTH-BIRCH LLC,1043615,1910.0,2009.0
6450,   ,BIRCH,ST,2131.0,337,MCINNIS JAMES F TS,18851,0.0,
6451,   ,BIRCH,ST,2131.0,337,MCINNIS JAMES F TS,24355,0.0,
6452,   ,BIRCH,ST,2131.0,337,EMERALD SOCIETY OF POLICE,26300,0.0,
6453,4 6,BIRCH,ST,2131.0,319,BAY STATE MODEL RAILROAD,637000,1900.0,1985.0
6454,746 752,SOUTH,ST,2131.0,351,VITELLO LLC,895500,1920.0,1975.0
6455,732 738,SOUTH,ST,2131.0,319,FLYNNE RUSSELL C,609500,1925.0,1970.0
6456,9 15,POPLAR,ST,2131.0,325,ANDERSON ROBERT J ETAL,534000,1899.0,1980.0
6457,17 21,POPLAR,ST,2131.0,320,CHOICE CLOSEOUT INC,1054000,1929.0,1985.0
6458,25 29,POPLAR,ST,2131.0,319,MARTIN TODD A,464500,1900.0,2016.0
6459,39 45,POPLAR,ST,2131.0,319,BREGIANOS PETER TS,781000,1940.0,1999.0
6460,19 27A,CORINTH,ST,2132.0,319,ACTION FOR BOSTON COMMUNITY,639500,0.0,
6461,30  ,BIRCH,ST,2131.0,353,RUSSO JOSEPH A TRSTS,359000,1904.0,1970.0
6462,11 17,CORINTH,ST,2131.0,319,NORE JANET F,741000,1920.0,1970.0
6463,15  ,BIRCH,ST,2131.0,319,15 BIRCH REALTY LLC,688000,1920.0,2016.0
6464,37  ,BIRCH,ST,2131.0,341,THE  COOPERATIVE  BANK,3245000,1950.0,2003.0
6465,22 30,BELGRADE,AV,2131.0,342,LKL FAMILY REALTY LLC,1735500,1984.0,2011.0
6466,46  ,BELGRADE,AV,2131.0,332,CASTO ROBERT C,406100,1966.0,2003.0
6467,   ,BELGRADE,AV,2131.0,337,REDE INC MASS CORP,264700,0.0,
6468,82  ,BELGRADE,AV,2131.0,320,CUNNINGHAM STEPHEN A,83500,1910.0,1980.0
6469,59  ,BELGRADE,AV,2131.0,355,REDE INC MASS CORP,488663,,
6470,63  ,BELGRADE,AV,2131.0,355,REDE INC MASS CORP,742537,1930.0,1980.0
6471,115  ,BELGRADE,AV,2131.0,332,R&R CAPITAL INVESTMENTS LLC,180600,1930.0,1970.0
6472,119  ,BELGRADE,AV,2131.0,353,OBRIEN ROBERT P TRSTS,540000,1899.0,
6473,147  ,BELGRADE,AV,2131.0,319,TZAMALAS JOHN G,429000,1970.0,1990.0
6474,151 159,BELGRADE,AV,2131.0,319,G & P REALTY TRUST,355500,1920.0,1994.0
6475,156 168,BELGRADE,AV,2131.0,319,PAPPAS CYNTHIA,815500,1920.0,1975.0
6476,152 -142,BELGRADE,AV,2131.0,320,PANAGOS GEORGE   TS,1053000,1920.0,2009.0
6477,4337 4341,WASHINGTON,ST,2131.0,319,OBIJIO  ARIAS  LLC,643000,1960.0,2016.0
6478,4355  ,WASHINGTON,ST,2131.0,325,GRANT JAMES  E,142000,1960.0,1980.0
6479,4381 4383,WASHINGTON,ST,2131.0,311,D T DEBENEDICTIS LLC,279000,1920.0,2016.0
6480,4395 4401,WASHINGTON,ST,2131.0,319,PORTELEKI JOSEF,464000,1930.0,1984.0
6481,4403 4407,WASHINGTON,ST,2131.0,319,PORTELEKI JOSEPH,440000,1930.0,1984.0
6482,4415  ,WASHINGTON,ST,2131.0,334,ROSY GAS LLC,664100,1955.0,1990.0
6483,4423 4431,WASHINGTON,ST,2131.0,319,KALEMKERIDES PETER,625500,1920.0,1970.0
6484,4433 4441A,WASHINGTON,ST,2131.0,319,4433-4441  WASHINGTON STREET,748500,1920.0,2012.0
6485,172 178,ROSLINDALE,AV,2131.0,317,DION ROBERT P TS,893000,1920.0,2000.0
6486,4443  ,WASHINGTON,ST,2131.0,325,FOTOPOLOUS 4443 RLTY TRUST,512000,1975.0,1980.0
6487,   ,WASHINGTON,ST,2131.0,332,JACK ELIAS LLC,278300,1985.0,1985.0
6488,4455  ,WASHINGTON,ST,2131.0,332,JACK ELIAS LLC,209100,1940.0,1970.0
6489,4511 4515,WASHINGTON,ST,2131.0,326,LYNCH JOHN R TRSTS,577500,1920.0,1960.0
6490,4517 4525,WASHINGTON,ST,2131.0,319,LYNCH JOHN R TRSTS,622000,1950.0,1970.0
